2011-09-09 16:00:00,870200
2011-09-12 16:00:00,871100
2011-09-13 16:00:00,875600
2011-09-14 16:00:00,875600
2011-09-15 16:00:00,874700
2011-09-16 16:00:00,881300
2011-09-19 16:00:00,893000
2011-09-20 16:00:00,893900
2011-09-21 16:00:00,894200
2011-09-22 16:00:00,888500
2011-09-23 16:00:00,890600
2011-09-26 16:00:00,881900
2011-09-27 16:00:00,872600
2011-09-28 16:00:00,870200
2011-09-29 16:00:00,858800
2011-09-30 16:00:00,855500
2011-10-03 16:00:00,848600
2011-10-04 16:00:00,844700
2011-10-05 16:00:00,848900
2011-10-06 16:00:00,840200
2011-10-07 16:00:00,829100
2011-10-10 16:00:00,845900
2011-10-11 16:00:00,861800
2011-10-12 16:00:00,862700
2011-10-13 16:00:00,869900
2011-10-14 16:00:00,880700
2011-10-17 16:00:00,883100
2011-10-18 16:00:00,898700
2011-10-19 16:00:00,871400
2011-10-20 16:00:00,867800
2011-10-21 16:00:00,858200
2011-10-24 16:00:00,872300
2011-10-25 16:00:00,865700
2011-10-26 16:00:00,867800
2011-10-27 16:00:00,866600
2011-10-28 16:00:00,863600
2011-10-31 16:00:00,868100
2011-11-01 16:00:00,863000
2011-11-02 16:00:00,861200
2011-11-03 16:00:00,862400
2011-11-04 16:00:00,860300
2011-11-07 16:00:00,857600
2011-11-08 16:00:00,866000
2011-11-09 16:00:00,860300
2011-11-10 16:00:00,846800
2011-11-11 16:00:00,839600
2011-11-14 16:00:00,833600
2011-11-15 16:00:00,842900
2011-11-16 16:00:00,841100
2011-11-17 16:00:00,834200
2011-11-18 16:00:00,830600
2011-11-21 16:00:00,830600
2011-11-22 16:00:00,839000
2011-11-23 16:00:00,833000
2011-11-25 16:00:00,829400
2011-11-28 16:00:00,837500
2011-11-29 16:00:00,836900
2011-11-30 16:00:00,835700
2011-12-01 16:00:00,840200
2011-12-02 16:00:00,842600
2011-12-05 16:00:00,845900
2011-12-06 16:00:00,839300
2011-12-07 16:00:00,835100
2011-12-08 16:00:00,840800
2011-12-09 16:00:00,839900
2011-12-12 16:00:00,840500
2011-12-13 16:00:00,838400
2011-12-14 16:00:00,833300
2011-12-15 16:00:00,832400
2011-12-16 16:00:00,842000
2011-12-19 16:00:00,844700
2011-12-20 16:00:00,851600
